Date,Team,Acquired,Relinquished,Notes
2012-04-15,Cavaliers,,• Luke Harangody,placed on IL
2012-04-15,Hawks,• Ivan Johnson,,activated from IL
2012-04-16,Bulls,,• Derrick Rose,placed on IL with sore right foot
2012-04-16,Bulls,• Brian Scalabrine,,activated from IL
2012-04-16,Nuggets,,• Wilson Chandler,placed on IL with groin injury (out for season)
2012-04-16,Nuggets,• Julyan Stone,,activated from IL
2012-04-16,Pacers,,• Lance Stephenson,placed on IL
2012-04-16,Pacers,• Darren Collison,,activated from IL
2012-04-17,Pacers,,• Darren Collison,placed on IL with groin injury
 Date, Team, Acquired, Relinquished, Notes
2012-04-17,Pacers,• Lance Stephenson,,activated from IL
2012-04-18,Cavaliers,,• Semih Erden,placed on IL (out for season)
2012-04-18,Hornets,,• Jarrett Jack,placed on IL with stress fracture in right foot (out for season)
2012-04-18,Mavericks,,• Kelenna Azubuike,placed on IL
2012-04-18,Mavericks,• Rodrigue Beaubois,,activated from IL
2012-04-18,Hornets,• Chris Johnson (b. 1985-07-15),,activated from IL
2012-04-18,Cavaliers,• Luke Harangody,,activated from IL
2012-04-18,Pistons,• Vernon Macklin,,activated from IL
2012-04-19,Bucks,,• Ersan Ilyasova,placed on IL with thigh injury
2012-04-19,Bucks,• Jon Leuer,,activated from IL
2012-04-20,Celtics,,• Mickael Pietrus,placed on IL
2012-04-20,Knicks,,• Jared Jeffries,placed on IL (out for season)
2012-04-20,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2012-04-20,Mavericks,,• Dominique Jones,placed on IL
2012-04-20,Mavericks,• Kelenna Azubuike,,activated from IL
2012-04-20,Celtics,• Jermaine O'Neal,,activated from IL
2012-04-21,Bucks,,• Jon Leuer,placed on IL
2012-04-21,Bucks,• Ersan Ilyasova,,activated from IL
2012-04-21,Bulls,,• Brian Scalabrine,placed on IL
2012-04-21,Bulls,• Derrick Rose,,activated from IL
2012-04-21,Grizzlies,,• Jeremy Pargo,placed on IL
2012-04-21,Mavericks,,• Jason Kidd,placed on IL for rest
2012-04-21,Mavericks,• Dominique Jones,,activated from IL
2012-04-21,Pacers,,• Lance Stephenson,placed on IL
2012-04-21,Pacers,• Darren Collison,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2012-04-22,Pistons,,• Vernon Macklin,placed on IL
2012-04-23,Bucks,,• Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with sore right knee (out for season)
2012-04-23,Bucks,• Jon Leuer,,activated from IL
2012-04-23,Grizzlies,,• Gilbert Arenas,placed on IL
2012-04-23,Grizzlies,• Jeremy Pargo,,activated from IL
2012-04-23,Pacers,,• Danny Granger,placed on IL with knee injury / rest (out for season)
2012-04-23,Pacers,• Lance Stephenson,,activated from IL
2012-04-23,Pistons,,• Ben Wallace,placed on IL
2012-04-23,Pistons,• Vernon Macklin,,activated from IL
2012-04-24,Jazz,,• C.J. Miles,placed on IL with strained gastrocnemius (out for season)
2012-04-24,Jazz,• Josh Howard,,activated from IL
2012-04-24,Thunder,,• James Harden,placed on IL with concussion (out for season)
2012-04-24,Thunder,• Reggie Jackson (Shon),,activated from IL
2012-04-25,76ers,,• Elton Brand,placed on IL for rest
2012-04-25,Spurs,,• (William) Tony Parker,placed on IL for rest (out for season)
2012-04-25,Spurs,,• Tim Duncan,placed on IL for rest
2012-04-25,Spurs,• Cory Joseph,,activated from IL
2012-04-26,Bulls,,• Luol Deng,placed on IL (out for season)
2012-04-26,Bulls,• Brian Scalabrine,,activated from IL
2012-04-26,Celtics,,• Greg Stiemsma,placed on IL with sore right foot
2012-04-26,Celtics,• Mickael Pietrus,,activated from IL
2012-04-26,Grizzlies,,• Josh Selby,placed on IL
2012-04-26,Grizzlies,• Gilbert Arenas,,activated from IL
2012-04-26,Heat,,• Dwyane Wade,placed on IL with dislocated left index finger
2012-04-26,Heat,• Eddy Curry,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2012-04-26,Heat,• Ronny Turiaf,,activated from IL
2012-04-26,Jazz,,• Earl Watson,placed on IL with knee injury (out for season)
2012-04-26,Jazz,• Raja Bell,,activated from IL (P)
2012-04-26,Lakers,,• Matt Barnes,placed on IL with sprained right ankle
2012-04-26,Lakers,• Christian Eyenga,,activated from IL
2012-04-26,Magic,,• Glen Davis,placed on IL with sprained right ankle (out for season)
2012-04-26,Magic,• Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
2012-04-26,Pistons,,• Walker Russell Jr.,placed on IL
2012-04-26,Pistons,• Ben Wallace,,activated from IL
2012-04-26,Rockets,,• Earl Boykins,placed on IL
2012-04-26,Rockets,,• Marcus Camby,placed on IL
2012-04-26,Rockets,• Courtney Simpson,,activated from IL
2012-04-26,Rockets,• Greg Smith (b. 1991-01-08),,activated from IL
2012-04-28,76ers,,• Xavier Silas,placed on IL
2012-04-28,Bulls,,• Brian Scalabrine,placed on IL
2012-04-28,Heat,,• Eddy Curry,placed on IL
2012-04-28,Heat,,• Terrel Harris,placed on IL
2012-04-28,Heat,• Dwyane Wade,,activated from IL
2012-04-28,Knicks,,• Toney Douglas,placed on IL
2012-04-28,Mavericks,,• Dominique Jones,placed on IL
2012-04-28,Pacers,,• Kyrylo Fesenko,placed on IL
2012-04-28,Thunder,,• Reggie Jackson (Shon),placed on IL
2012-04-29,Celtics,,• JaJuan Johnson,placed on IL
2012-04-29,Clippers,,• Travis Leslie,placed on IL
2012-04-29,Lakers,,• Darius Morris,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2012-04-29,Spurs,,• Cory Joseph,placed on IL
2012-04-29,Spurs,,• Derrick Byars,placed on IL
2012-04-30,Knicks,,• Iman Shumpert,placed on IL with torn lateral meniscus / ACL (CBC) / ACL and MCL (P) in left knee (out for season)
2012-04-30,Knicks,• Toney Douglas,,activated from IL
2012-04-30,Magic,,• DeAndre Liggins,placed on IL
2012-05-01,Bulls,,• Derrick Rose,placed on IL with torn ACL in left knee (out for season)
2012-05-01,Bulls,• Brian Scalabrine,,activated from IL
2012-05-02,Clippers,,• Caron Butler,placed on IL with fractured metacarpal bone in left hand (out for season)
2012-05-02,Clippers,• Travis Leslie,,activated from IL
2012-05-02,Grizzlies,,• Jeremy Pargo,placed on IL
2012-05-02,Grizzlies,• Josh Selby,,activated from IL
2012-05-03,Knicks,,• Amare Stoudemire / Amar'e Stoudemire,placed on IL with left hand injury
2012-05-04,Celtics,,• Sean Williams,placed on IL
2012-05-04,Celtics,• Ray Allen,,activated from IL
2012-05-05,Clippers,,• Travis Leslie,placed on IL
2012-05-05,Clippers,• Caron Butler,,activated from IL
2012-05-06,Hawks,,• Jerry Stackhouse,placed on IL (out for season)
2012-05-06,Hawks,• Al Horford,,activated from IL
2012-05-06,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2012-05-09,Knicks,,• Baron Davis,"placed on IL with torn ACL, MCL, and patella tendon in right knee (out for season)"
2012-05-10,Lakers,,• Metta World Peace / Ron Artest,placed on IL for suspension
2012-05-10,Lakers,• Darius Morris,,activated from IL
2012-05-12,76ers,,• Craig Brackins,placed on IL
2012-05-12,76ers,• Xavier Silas,,activated from IL
2012-05-12,Lakers,,• Christian Eyenga,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2012-05-12,Lakers,• Metta World Peace / Ron Artest,,activated from IL
2012-05-15,Heat,,• Chris Bosh,placed on IL with strained abdominal muscle
2012-05-15,Heat,• Terrel Harris,,activated from IL
2012-05-21,Celtics,,• Avery Bradley,placed on IL with left shoulder injury (out for season)
2012-05-21,Celtics,• Sean Williams,,activated from IL
2012-06-05,Heat,,• Terrel Harris,placed on IL
2012-06-05,Heat,• Chris Bosh,,activated from IL
2012-06-12,Heat,,• Dexter Pittman,placed on IL (out for season)
2012-06-12,Heat,• Terrel Harris,,activated from IL
2012-10-30,Cavaliers,,• Jeremy Pargo,placed on IL
2012-10-30,Cavaliers,,• Luke Harangody,placed on IL
2012-10-30,Celtics,,• Fab Melo,placed on IL
2012-10-30,Heat,,• Dexter Pittman,placed on IL with strained quadricep
2012-10-30,Heat,,• Joel Anthony,placed on IL with strained left hamstring
2012-10-30,Lakers,,• Darius Johnson-Odom,placed on IL
2012-10-30,Lakers,,• Earl Clark,placed on IL with strained left groin
2012-10-30,Mavericks,,• Chris Kaman,placed on IL with strained right calf
2012-10-30,Mavericks,,• Dirk Nowitzki,placed on IL recovering from arthroscopic surgery on right knee
2012-10-30,Wizards,,• John Wall (Hildred),placed on IL with strained left knee
2012-10-30,Wizards,,• Kevin Seraphin,placed on IL with strained right calf
2012-10-30,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with plantar fasciitis in left foot
2012-10-30,Celtics,,• Avery Bradley,placed on IL recovering from surgery on left shoulder
2012-10-31,76ers,,• Andrew Bynum,placed on IL with rehab on right knee (out for season)
2012-10-31,Blazers,,• Elliot Williams,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
2012-10-31,Blazers,,• Ronnie Price,placed on IL with sprained right ankle
 Date, Team, Acquired, Relinquished, Notes
2012-10-31,Bulls,,• Derrick Rose,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
2012-10-31,Clippers,,• Chauncey Billups,placed on IL recovering from surgery to repair turn left Achilles tendon
2012-10-31,Clippers,,• Grant Hill,placed on IL with bone bruise in right knee
2012-10-31,Clippers,,• Trey Thompkins,placed on IL with bone bruise in left knee
2012-10-31,Grizzlies,,• Darrell Arthur,placed on IL with fractured bone in left leg
2012-10-31,Hornets,,• Eric Gordon,placed on IL with sore left knee / right knee injury
2012-10-31,Jazz,,• Earl Watson,placed on IL with rehab on right (P) / left (CBC) knee
2012-10-31,Nuggets,,• Julyan Stone,placed on IL
2012-10-31,Nuggets,,• Timofey Mozgov,placed on IL with strained left knee
2012-10-31,Pacers,,• Danny Granger,placed on IL with sore left knee / patellar tendinitis in left knee
2012-10-31,Pacers,,• Miles Plumlee,placed on IL
2012-10-31,Pistons,,• Corey Maggette,placed on IL with strained left calf
2012-10-31,Pistons,,• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL
2012-10-31,Raptors,,• Dominic McGuire,placed on IL
2012-10-31,Raptors,,• Quincy Acy,placed on IL
2012-10-31,Rockets,,• Patrick Patterson,placed on IL with strained left quadricep
2012-10-31,Rockets,,• Scott Machado,placed on IL
2012-10-31,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with back spasms
2012-10-31,Suns,,• Channing Frye,placed on IL with enlarged heart (out for season)
2012-10-31,Suns,,• Diante Garrett,placed on IL
2012-10-31,Warriors,,• Jeremy Tyler,placed on IL
2012-10-31,Warriors,,• Kent Bazemore,placed on IL
2012-11-01,Thunder,,• Daniel Orton,placed on IL
2012-11-02,Bobcats,,• DeSagana Diop,placed on IL
2012-11-02,Bucks,,• John Henson,placed on IL with bone bruise in left knee / sprained left knee
 Date, Team, Acquired, Relinquished, Notes
2012-11-02,Bucks,,• Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL recovering from surgery on right knee
2012-11-02,Hawks,,• Johan Petro,placed on IL with sore back
2012-11-02,Heat,,• Terrel Harris,placed on IL
2012-11-02,Heat,• Joel Anthony,,activated from IL
2012-11-02,Knicks,,• Amare Stoudemire / Amar'e Stoudemire,placed on IL recovering from arthroscopic surgery on left knee
2012-11-02,Knicks,,• Iman Shumpert,placed on IL recovering from surgery on left knee to repair torn lateral meniscus / ACL
2012-11-02,Lakers,,• Steve Nash,placed on IL with fractured left leg
2012-11-02,Lakers,• Earl Clark,,activated from IL
2012-11-02,Magic,,• Al Harrington,placed on IL with right knee rehab / surgery on left knee (CBC)
2012-11-02,Magic,,• DeQuan Jones,placed on IL with strained left groin (P) / abdominal surgery (CBC)
2012-11-02,Pacers,,• Jeff Pendergraph / Jeff Ayres,placed on IL with headaches/concussion
2012-11-02,Pacers,• Miles Plumlee,,activated from IL
2012-11-02,Rockets,,• Greg Smith (b. 1991-01-08),placed on IL with sore left foot
2012-11-02,Rockets,• Patrick Patterson,,activated from IL
2012-11-02,Timberwolves,,• Kevin Love,placed on IL with fractured right hand
2012-11-02,Timberwolves,,• Ricky Rubio,placed on IL recovering from surgery on left knee to repair torn ACL
2012-11-03,Blazers,,• Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with strained quadricep
2012-11-03,Blazers,• Ronnie Price,,activated from IL
2012-11-03,Heat,,• Josh Harrellson,placed on IL
2012-11-03,Heat,• Terrel Harris,,activated from IL
2012-11-03,Mavericks,,• Rodrigue Beaubois,placed on IL with sprained left ankle
2012-11-03,Mavericks,• Chris Kaman,,activated from IL
2012-11-03,Nets,,• Jerry Stackhouse,placed on IL
2012-11-03,Nets,,• Josh Childress,placed on IL with sore/sprained left ankle
2012-11-03,Raptors,• Dominic McGuire,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2012-11-03,Rockets,,• Royce White,placed on IL
2012-11-03,Rockets,• Scott Machado,,activated from IL
2012-11-03,Spurs,,• Cory Joseph,placed on IL
2012-11-03,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2012-11-03,Warriors,,• Andrew Bogut,placed on IL
2012-11-03,Warriors,• Jeremy Tyler,,activated from IL
2012-11-03,Warriors,• Kent Bazemore,,activated from IL
2012-11-03,Wizards,• Kevin Seraphin,,activated from IL
2012-11-03,Warriors,,• Brandon Rush,placed on IL with torn ACL in left knee (out for season)
2012-11-04,Magic,,• Hidayet Turkoglu / Hedo Turkoglu,placed on IL with fractured left hand
2012-11-04,Magic,• DeQuan Jones,,activated from IL
2012-11-04,Pistons,,• Khris Middleton,placed on IL
2012-11-04,Pistons,• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,,activated from IL
2012-11-05,Blazers,,• Victor Claver,placed on IL
2012-11-05,Blazers,• Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
2012-11-05,Nets,,• Gerald Wallace,placed on IL with sprained left ankle
2012-11-05,Nets,• Jerry Stackhouse,,activated from IL
2012-11-05,Suns,• Diante Garrett,,activated from IL
2012-11-05,Warriors,,• Kent Bazemore,placed on IL
2012-11-05,Warriors,• Andrew Bogut,,activated from IL
2012-11-06,Nuggets,,• Quincy Miller,placed on IL
2012-11-06,Nuggets,• Timofey Mozgov,,activated from IL
2012-11-06,Pistons,,• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL
2012-11-06,Pistons,• Khris Middleton,,activated from IL
2012-11-07,Bobcats,,• Gerald Henderson Jr.,placed on IL with sprained left foot
 Date, Team, Acquired, Relinquished, Notes
2012-11-07,Bobcats,• DeSagana Diop,,activated from IL
2012-11-07,Bucks,,• Beno Udrih,placed on IL with bruised right quadricep
2012-11-07,Bucks,• John Henson,,activated from IL
2012-11-07,Cavaliers,,• Anderson Varejao,placed on IL with bruised right knee
2012-11-07,Cavaliers,,• Tyler Zeller,placed on IL with fractured left cheekbone / concussion
2012-11-07,Cavaliers,• Jeremy Pargo,,activated from IL
2012-11-07,Cavaliers,• Luke Harangody,,activated from IL
2012-11-07,Heat,,• Terrel Harris,placed on IL
2012-11-07,Heat,• Josh Harrellson,,activated from IL
2012-11-07,Mavericks,,• Shawn Marion,placed on IL with sprained MCL in left knee
2012-11-07,Mavericks,• Rodrigue Beaubois,,activated from IL
2012-11-07,Nuggets,,• Wilson Chandler,placed on IL recovering from surgery on left hip to repair torn labrum
2012-11-07,Nuggets,• Quincy Miller,,activated from IL
2012-11-07,Pistons,,• Khris Middleton,placed on IL
2012-11-07,Pistons,• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,,activated from IL
2012-11-07,Raptors,,• Kyle Lowry,placed on IL with sprained right ankle / bone bruise in right foot
2012-11-07,Raptors,• Quincy Acy,,activated from IL
2012-11-07,Rockets,,• Scott Machado,placed on IL
2012-11-07,Rockets,• Greg Smith (b. 1991-01-08),,activated from IL
2012-11-08,Warriors,,• Andrew Bogut,placed on IL with sore left ankle
2012-11-09,Bucks,,• Drew Gooden,placed on IL
2012-11-09,Bucks,• Beno Udrih,,activated from IL
2012-11-09,Cavaliers,• Anderson Varejao,,activated from IL
2012-11-09,Heat,,• Dwyane Wade,placed on IL with illness
2012-11-09,Kings,,• Tyler Honeycutt,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2012-11-09,Kings,• John Salmons,,activated from IL
2012-11-09,Lakers,• Darius Johnson-Odom,,activated from IL
2012-11-09,Nets,,• MarShon Brooks,placed on IL with sprained left ankle
2012-11-09,Nets,• Josh Childress,,activated from IL
2012-11-09,Pacers,,• Orlando Johnson,placed on IL
2012-11-09,Pacers,• Jeff Pendergraph / Jeff Ayres,,activated from IL
2012-11-09,Spurs,,• Stephen Jackson,placed on IL with flu / stomach virus
2012-11-09,Spurs,• Cory Joseph,,activated from IL
2012-11-09,Thunder,,• Hasheem Thabeet,placed on IL with sprained left ankle
2012-11-09,Thunder,• Daniel Orton,,activated from IL
2012-11-09,Warriors,• Kent Bazemore,,activated from IL
2012-11-09,Lakers,,• Devin Ebanks,placed on IL after arrest for DUI
2012-11-10,Pacers,,• Miles Plumlee,placed on IL
2012-11-10,Pacers,• Orlando Johnson,,activated from IL
2012-11-10,Pistons,,• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL
2012-11-10,Pistons,• Khris Middleton,,activated from IL
2012-11-10,Raptors,,• Landry Fields,placed on IL with sore right wrist/hand
2012-11-10,Spurs,,• (William) Tony Parker,placed on IL with flu
2012-11-10,Spurs,• Stephen Jackson,,activated from IL
2012-11-11,Cavaliers,,• Luke Harangody,placed on IL with right knee injury
2012-11-11,Heat,,• Terrel Harris,placed on IL
2012-11-11,Heat,• Dwyane Wade,,activated from IL
2012-11-12,Bulls,,• Kirk Hinrich,placed on IL with right hip/gluteus/hamstring injury
2012-11-12,Heat,,• Josh Harrellson,placed on IL
2012-11-12,Heat,• Terrel Harris,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2012-11-12,Nuggets,,• Quincy Miller,placed on IL
2012-11-12,Nuggets,• Wilson Chandler,,activated from IL
2012-11-12,Raptors,,• Alan Anderson,placed on IL with partially torn plantar fascia in left foot
2012-11-12,Thunder,,• Daniel Orton,placed on IL
2012-11-12,Thunder,• Hasheem Thabeet,,activated from IL
2012-11-13,Blazers,,• Will Barton,placed on IL
2012-11-13,Blazers,• Victor Claver,,activated from IL
